game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
SAT4:30 PM ET,CAR,TB,CAR @ TB,Bryce Young,B. Mayfield,None,"25% Rain
73°  11 mph SW Wind",TB -3,43.5,2026-01-02 01:43:38
SAT8:00 PM ET,SEA,SF,SEA @ SF,Sam Darnold,Brock Purdy,"R. Pearsall (WR)-Q, G. Kittle (TE)-Q","65% Rain
58°  14 mph S Wind",SEA-1.5,47.5,2026-01-02 01:43:39
SUN1:00 PM ET,NO,ATL,NO @ ATL,Tyler Shough,Kirk Cousins,"Alvin Kamara (RB)-Q, Chris Olave (WR)-D, Mason Tipton (WR)-Q, Drake London (WR)-Q, D. Mooney (WR)-Q, Kyle Pitts (TE)-Q","Dome
In Domed Stadium",ATL-3.5,44.0,2026-01-02 01:43:39
SUN1:00 PM ET,CLE,CIN,CLE @ CIN,S. Sanders,Joe Burrow,"H. Fannin (TE)-Q, Chase Brown (RB)-Q","0%
35°  2 mph N Wind",CIN-7.5,44.5,2026-01-02 01:43:39
SUN1:00 PM ET,IND,HOU,IND @ HOU,R. Leonard,C.J. Stroud,None,"Dome
In Domed Stadium",HOU-10.5,39.0,2026-01-02 01:43:40
SUN1:00 PM ET,TEN,JAX,TEN @ JAX,Cam Ward,T. Lawrence,None,"0%
60°  10 mph N Wind",JAX-13.5,47.5,2026-01-02 01:43:40
SUN1:00 PM ET,GB,MIN,GB @ MIN,Jordan Love,J. McCarthy,"Josh Jacobs (RB)-Q, Jayden Reed (WR)-Q, Aaron Jones (RB)-Q, T. Hockenson (TE)-Q","Dome
In Domed Stadium",MIN-7.5,35.5,2026-01-02 01:43:40
SUN1:00 PM ET,DAL,NYG,DAL @ NYG,Dak Prescott,Jaxson Dart,"J. Ferguson (TE)-Q, W. Robinson (WR)-Q, Theo Johnson (TE)-Q","0%
34°  9 mph NW Wind",DAL-3.5,49.5,2026-01-02 01:43:41
SUN4:25 PM ET,NYJ,BUF,NYJ @ BUF,Brady Cook,Josh Allen,"Breece Hall (RB)-Q, Mason Taylor (TE)-Q, Josh Allen (QB)-Q, D. Kincaid (TE)-Q","22% Precipitation
25°  6 mph WNW Wind",BUF-6.5,37.5,2026-01-02 01:43:41
SUN4:25 PM ET,DET,CHI,DET @ CHI,Jared Goff,C. Williams,"A. St. Brown (WR)-Q, Rome Odunze (WR)-Q","0%
32°  6 mph S Wind",CHI-3,50.5,2026-01-02 01:43:41
SUN4:25 PM ET,LAC,DEN,LAC @ DEN,J. Herbert,Bo Nix,"O. Hampton (RB)-Q, Pat Bryant (WR)-Q","0%
65°  8 mph W Wind",DEN-12.5,37.5,2026-01-02 01:43:42
SUN4:25 PM ET,KC,LV,KC @ LV,C. Oladokun,Geno Smith,"X. Worthy (WR)-Q, Geno Smith (QB)-D","Dome
In Domed Stadium",KC -5.5,36.5,2026-01-02 01:43:42
SUN4:25 PM ET,ARI,LAR,ARI @ LAR,J. Brissett,M. Stafford,"K. Williams (RB)-Q, D. Adams (WR)-Q","Dome
In Domed Stadium",LAR-7.5,46.5,2026-01-02 01:43:42
SUN4:25 PM ET,MIA,NE,MIA @ NE,Quinn Ewers,Drake Maye,"D. Achane (RB)-Q, J. Waddle (WR)-Q, D. Waller (TE)-Q, K. Boutte (WR)-Q, Hunter Henry (TE)-Q","3% Precipitation
28°  6 mph NW Wind",NE -10.5,45.5,2026-01-02 01:43:43
SUN4:25 PM ET,WAS,PHI,WAS @ PHI,M. Mariota,Jalen Hurts,"M. Mariota (QB)-D, T. Burks (WR)-Q, D. Goedert (TE)-Q","0%
36°  7 mph NW Wind",PHI-4.5,38.5,2026-01-02 01:43:43
SUN8:20 PM ET,BAL,PIT,BAL @ PIT,L. Jackson,A. Rodgers,"R. Bateman (WR)-Q, C. Austin (WR)-Q","1% Precipitation
25°  3 mph WNW Wind",BAL-3.5,40.5,2026-01-02 01:43:43
