game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
WED8:20 PM ET,NE,SEA,NE @ SEA,Drake Maye,Sam Darnold,Sam Darnold (QB)-D,"0%
78°  5 mph NW Wind",SEA-3,44.5,2026-09-13 05:29:15
THU8:35 PM ET,SF,LAR,SF @ LAR,Brock Purdy,M. Stafford,D. Stribling (WR)-Q,"Dome
In Domed Stadium",LAR-3.5,47.5,2026-09-13 05:29:41
SUN1:00 PM ET,CHI,CAR,CHI @ CAR,C. Williams,Bryce Young,Rome Odunze (WR)-Q,"1% Precipitation
87°  4 mph NW Wind",CHI-3,47.0,2026-09-13 05:29:41
SUN1:00 PM ET,TB,CIN,TB @ CIN,B. Mayfield,Joe Burrow,J. McMillan (WR)-D,"1% Precipitation
85°  6 mph W Wind",CIN-3.5,50.5,2026-09-13 05:29:42
SUN1:00 PM ET,NO,DET,NO @ DET,Tyler Shough,Jared Goff,None,"Dome
In Domed Stadium",DET-7,50.0,2026-09-13 05:29:42
SUN1:00 PM ET,BUF,HOU,BUF @ HOU,Josh Allen,C.J. Stroud,None,"Dome
In Domed Stadium",BUF-1.5,44.5,2026-09-13 05:29:42
SUN1:00 PM ET,BAL,IND,BAL @ IND,L. Jackson,Daniel Jones,None,"Dome
In Domed Stadium",BAL-3,48.0,2026-09-13 05:29:42
SUN1:00 PM ET,CLE,JAX,CLE @ JAX,D. Watson,T. Lawrence,None,"11% Precipitation
89°  6 mph W Wind",JAX-8.5,40.0,2026-09-13 05:29:43
SUN1:00 PM ET,ATL,PIT,ATL @ PIT,Cooper Rush,A. Rodgers,Cooper Rush (QB)-Q,"2% Precipitation
78°  6 mph W Wind",PIT-6.5,41.0,2026-09-13 05:29:43
SUN1:00 PM ET,NYJ,TEN,NYJ @ TEN,Geno Smith,Cam Ward,None,"1% Precipitation
90°  2 mph WNW Wind",TEN-1,38.5,2026-09-13 05:29:43
SUN4:25 PM ET,MIA,LV,MIA @ LV,Malik Willis,Kirk Cousins,None,"Dome
In Domed Stadium",LV -3,40.5,2026-09-13 05:29:43
SUN4:25 PM ET,ARI,LAC,ARI @ LAC,J. Brissett,J. Herbert,J. Love (RB)-Q,"Dome
In Domed Stadium",LAC-9.5,47.5,2026-09-13 05:29:44
SUN4:25 PM ET,GB,MIN,GB @ MIN,Jordan Love,Kyler Murray,None,"Dome
In Domed Stadium",MIN-1.5,46.5,2026-09-13 05:29:44
SUN4:25 PM ET,WAS,PHI,WAS @ PHI,J. Daniels,Jalen Hurts,None,"4% Precipitation
82°  6 mph W Wind",PHI-5.5,44.0,2026-09-13 05:29:44
SUN8:20 PM ET,DAL,NYG,DAL @ NYG,Dak Prescott,Jaxson Dart,Malik Nabers (WR)-Q,"4% Precipitation
77°  4 mph SW Wind",DAL-3,48.0,2026-09-13 05:29:45
MON8:15 PM ET,DEN,KC,DEN @ KC,Bo Nix,P. Mahomes,None,"0%
87°  15 mph S Wind",KC -2.5,43.5,2026-09-13 05:29:45
