game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
WED8:20 PM ET,NE,SEA,NE @ SEA,Drake Maye,Sam Darnold,Sam Darnold (QB)-D,"0%
78°  5 mph NW Wind",SEA-3,44.5,2026-09-13 18:55:58
THU8:35 PM ET,SF,LAR,SF @ LAR,Brock Purdy,M. Stafford,D. Stribling (WR)-D,"Dome
In Domed Stadium",LAR-3.5,47.5,2026-09-13 18:55:59
SUN1:00 PM ET,CHI,CAR,CHI @ CAR,C. Williams,Bryce Young,None,"0%
87°  4 mph NW Wind",CHI-3,47.0,2026-09-13 18:55:59
SUN1:00 PM ET,TB,CIN,TB @ CIN,B. Mayfield,Joe Burrow,None,"0%
85°  6 mph WSW Wind",CIN-3.5,50.5,2026-09-13 18:56:00
SUN1:00 PM ET,NO,DET,NO @ DET,Tyler Shough,Jared Goff,None,"Dome
In Domed Stadium",DET-7,50.0,2026-09-13 18:56:00
SUN1:00 PM ET,BUF,HOU,BUF @ HOU,Josh Allen,C.J. Stroud,None,"Dome
In Domed Stadium",BUF-1,44.5,2026-09-13 18:56:01
SUN1:00 PM ET,BAL,IND,BAL @ IND,L. Jackson,Daniel Jones,Zay Flowers (WR)-Q,"Dome
In Domed Stadium",BAL-3,48.5,2026-09-13 18:56:01
SUN1:00 PM ET,CLE,JAX,CLE @ JAX,D. Watson,T. Lawrence,Brian Thomas (WR)-Q,"0%
88°  7 mph W Wind",JAX-8.5,40.5,2026-09-13 18:56:02
SUN1:00 PM ET,ATL,PIT,ATL @ PIT,Cooper Rush,A. Rodgers,None,"0% Rain
78°  6 mph W Wind",PIT-6.5,40.5,2026-09-13 18:56:02
SUN1:00 PM ET,NYJ,TEN,NYJ @ TEN,Geno Smith,Cam Ward,Omar Cooper (WR)-Q,"0%
90°  3 mph W Wind",TEN-1,39.5,2026-09-13 18:56:03
SUN4:25 PM ET,MIA,LV,MIA @ LV,Malik Willis,Kirk Cousins,None,"Dome
In Domed Stadium",LV -3,40.5,2026-09-13 18:56:03
SUN4:25 PM ET,ARI,LAC,ARI @ LAC,J. Brissett,J. Herbert,J. Love (RB)-Q,"Dome
In Domed Stadium",LAC-9.5,47.0,2026-09-13 18:56:04
SUN4:25 PM ET,GB,MIN,GB @ MIN,Jordan Love,Kyler Murray,None,"Dome
In Domed Stadium",MIN-2,46.0,2026-09-13 18:56:04
SUN4:25 PM ET,WAS,PHI,WAS @ PHI,J. Daniels,Jalen Hurts,None,"4% Precipitation
81°  6 mph W Wind",PHI-6,44.0,2026-09-13 18:56:04
SUN8:20 PM ET,DAL,NYG,DAL @ NYG,Dak Prescott,Jaxson Dart,Malik Nabers (WR)-Q,"1% Precipitation
76°  5 mph SSW Wind",DAL-3,47.5,2026-09-13 18:56:05
MON8:15 PM ET,DEN,KC,DEN @ KC,Bo Nix,P. Mahomes,None,"1% Precipitation
88°  15 mph S Wind",KC -2.5,43.5,2026-09-13 18:56:05
