game_time,away,home,matchup,away_qb,home_qb,injuries,weather,spread,total,fetched
SAT4:30 PM ET,CAR,TB,CAR @ TB,Bryce Young,B. Mayfield,None,"3% Rain
73°  11 mph SW Wind",TB -3,43.5,2026-01-03 18:36:36
SAT8:00 PM ET,SEA,SF,SEA @ SF,Sam Darnold,Brock Purdy,"R. Pearsall (WR)-Q, G. Kittle (TE)-Q","35% Precipitation
58°  15 mph SSE Wind",SEA-2.5,47.5,2026-01-03 18:36:37
SUN1:00 PM ET,NO,ATL,NO @ ATL,Tyler Shough,Kirk Cousins,"Drake London (WR)-Q, D. Mooney (WR)-Q, Kyle Pitts (TE)-Q","Dome
In Domed Stadium",ATL-3.5,43.0,2026-01-03 18:36:37
SUN1:00 PM ET,CLE,CIN,CLE @ CIN,S. Sanders,Joe Burrow,None,"0%
34°  2 mph N Wind",CIN-7.5,44.5,2026-01-03 18:36:37
SUN1:00 PM ET,IND,HOU,IND @ HOU,R. Leonard,C.J. Stroud,None,"Dome
In Domed Stadium",HOU-10.5,39.0,2026-01-03 18:36:38
SUN1:00 PM ET,TEN,JAX,TEN @ JAX,Cam Ward,T. Lawrence,None,"0%
60°  10 mph NNE Wind",JAX-13.5,47.5,2026-01-03 18:36:38
SUN1:00 PM ET,GB,MIN,GB @ MIN,Jordan Love,J. McCarthy,None,"Dome
In Domed Stadium",MIN-10,37.0,2026-01-03 18:36:38
SUN1:00 PM ET,DAL,NYG,DAL @ NYG,Dak Prescott,Jaxson Dart,None,"0%
34°  9 mph NW Wind",DAL-3.5,49.5,2026-01-03 18:36:39
SUN4:25 PM ET,NYJ,BUF,NYJ @ BUF,Brady Cook,Josh Allen,"Breece Hall (RB)-Q, D. Kincaid (TE)-Q","18% Precipitation
25°  8 mph WNW Wind",BUF-7.5,37.0,2026-01-03 18:36:39
SUN4:25 PM ET,DET,CHI,DET @ CHI,Jared Goff,C. Williams,"A. St. Brown (WR)-Q, Rome Odunze (WR)-Q","0%
31°  7 mph S Wind",CHI-3,50.5,2026-01-03 18:36:39
SUN4:25 PM ET,LAC,DEN,LAC @ DEN,J. Herbert,Bo Nix,Kimani Vidal (RB)-Q,"0%
67°  7 mph N Wind",DEN-13.5,37.5,2026-01-03 18:36:40
SUN4:25 PM ET,KC,LV,KC @ LV,C. Oladokun,K. Pickett,"I. Pacheco (RB)-Q, X. Worthy (WR)-D","Dome
In Domed Stadium",KC -5.5,36.0,2026-01-03 18:36:40
SUN4:25 PM ET,ARI,LAR,ARI @ LAR,J. Brissett,M. Stafford,"K. Williams (RB)-Q, D. Adams (WR)-Q","Dome
In Domed Stadium",LAR-8.5,46.5,2026-01-03 18:36:40
SUN4:25 PM ET,MIA,NE,MIA @ NE,Quinn Ewers,Drake Maye,"D. Achane (RB)-D, J. Waddle (WR)-Q","1% Precipitation
28°  6 mph WNW Wind",NE -11.5,45.5,2026-01-03 18:36:41
SUN4:25 PM ET,WAS,PHI,WAS @ PHI,Josh Johnson,Jalen Hurts,None,"0%
36°  14 mph NW Wind",PHI-4.5,38.5,2026-01-03 18:36:41
SUN8:20 PM ET,BAL,PIT,BAL @ PIT,L. Jackson,A. Rodgers,R. Bateman (WR)-Q,"0%
24°  3 mph W Wind",BAL-3.5,41.0,2026-01-03 18:36:41
