season,team,wins,games,pyth_wins_same_year,warps_wins,pure_quality_pts,schedule_context_pts,projection_quality_pts,pyth_fc,prior_g,pw_fc,warps_error,pyth_error,pw_error
2000,ARI,3.0,16,2.330437739789063,6.466282303593098,-3.2040082418611084,0.0,-3.2040082418611084,4.1394191759293255,16.0,6.0,3.466282303593098,1.1394191759293255,3.0
2000,ATL,4.0,16,3.7872976058843384,6.752661008701136,-2.1878720906616573,0.0,-2.1878720906616573,5.373731635788475,16.0,5.0,2.7526610087011356,1.3737316357884746,1.0
2000,BAL,12.0,16,13.452830801481147,8.94923024690442,1.1976152304139744,0.0,1.1976152304139744,9.46891268149965,16.0,8.0,-3.0507697530955795,-2.531087318500351,-4.0
2000,BUF,8.0,16,7.006340035900737,9.145762058647911,2.4248304688214484,-0.0,2.4248304688214484,11.015600675166544,16.0,11.0,1.145762058647911,3.015600675166544,3.0
2000,CAR,7.0,16,8.0,8.49182053271294,0.8222226911002841,0.0,0.8222226911002841,8.9420305473628,16.0,8.0,1.4918205327129392,1.9420305473627995,1.0
2000,CHI,5.0,16,3.768005119086676,6.986369672865973,-1.7071747865237952,0.0,-1.7071747865237952,5.906602984965355,16.0,6.0,1.9863696728659734,0.906602984965355,1.0
2000,CIN,4.0,16,2.752656137814278,5.904497050269038,-3.6071122563442,-0.0,-3.6071122563442,3.844034319488539,16.0,4.0,1.904497050269038,-0.1559656805114611,0.0
2000,CLE,3.0,16,1.5025273619474404,5.312967628796966,-4.661668438322838,-0.0,-4.661668438322838,2.5581579280791513,16.0,2.0,2.312967628796966,-0.4418420719208487,-1.0
2000,DAL,5.0,16,6.091280847335272,9.337643001428635,1.849737425667616,0.0,1.849737425667616,10.244023788843894,16.0,8.0,4.337643001428635,5.244023788843894,3.0
2000,DEN,11.0,16,10.504394155786791,8.191829776914185,-0.09406465912876937,0.0,-0.09406465912876937,7.880007397204717,16.0,6.0,-2.808170223085815,-3.119992602795283,-5.0
2000,DET,9.0,16,8.0,8.054298884068714,-0.01992318027875171,0.0,-0.01992318027875171,7.970604759902129,16.0,8.0,-0.9457011159312856,-1.0293952400978714,-1.0
2000,GB,9.0,16,8.838878063230604,8.298616368919951,0.36830991717963163,0.0,0.36830991717963163,8.434262036235273,16.0,8.0,-0.7013836310800485,-0.5657379637647271,-1.0
2000,IND,10.0,16,10.514713023284212,8.653224839984924,1.902053305653347,-0.0,1.902053305653347,10.209035720237715,16.0,13.0,-1.346775160015076,0.20903572023771488,3.0
2000,JAX,7.0,16,9.087238909726514,10.657424477512274,4.103294813482771,0.0,4.103294813482771,12.89942448558989,16.0,14.0,3.657424477512274,5.89942448558989,7.0
2000,KC,7.0,16,8.0267418081154,8.576703187863286,1.5130152979437925,-0.0,1.5130152979437925,9.785743937277108,16.0,9.0,1.576703187863286,2.7857439372771076,2.0
2000,LAC,1.0,16,3.80070921413698,6.929071915916402,-1.2143395561697021,-0.0,-1.2143395561697021,6.491690690975481,16.0,8.0,5.929071915916402,5.491690690975481,7.0
2000,LAR,10.0,16,9.28480053416697,11.383471495792087,5.246339640663789,0.0,5.246339640663789,13.807144241516895,16.0,13.0,1.3834714957920866,3.8071442415168946,3.0
2000,LV,12.0,16,12.054549943920993,9.117779359386708,1.3506728389319704,0.0,1.3506728389319704,9.590957725554885,16.0,8.0,-2.8822206406132924,-2.409042274445115,-4.0
2000,MIA,11.0,16,11.196875282331566,7.5020487284823725,-0.23279967892108405,-0.0,-0.23279967892108405,7.713695704203636,16.0,9.0,-3.4979512715176275,-3.2863042957963637,-2.0
2000,MIN,11.0,16,8.640744982869986,8.512008067981654,1.3943603628833818,-0.0,1.3943603628833818,9.634084398596155,16.0,10.0,-2.487991932018346,-1.3659156014038452,-1.0
2000,NE,5.0,16,6.115018764723731,8.156819743887969,0.39701147599899317,-0.0,0.39701147599899317,8.487325177249765,16.0,8.0,3.1568197438879686,3.4873251772497653,3.0
2000,NO,10.0,16,9.397885627637345,6.045157377759001,-3.707194321402467,0.0,-3.707194321402467,3.6630573723401754,16.0,3.0,-3.9548426222409994,-6.336942627659825,-7.0
2000,NYG,12.0,16,10.626268364211526,7.2499828634209225,-1.3897170723147199,0.0,-1.3897170723147199,6.318205995253444,16.0,7.0,-4.7500171365790775,-5.681794004746556,-5.0
2000,NYJ,9.0,16,8.0,7.572249151342226,-0.020778965146753516,-0.0,-0.020778965146753516,7.969270788731008,16.0,8.0,-1.427750848657774,-1.0307292112689916,-1.0
2000,PHI,11.0,16,11.216057268887623,7.415221705879807,-2.0484988571198333,0.0,-2.0484988571198333,5.507742026580131,16.0,5.0,-3.584778294120193,-5.492257973419869,-6.0
2000,PIT,9.0,16,10.129532372015632,8.134152591770894,-0.06902816406110253,0.0,-0.06902816406110253,7.910709484295718,16.0,6.0,-0.8658474082291061,-1.089290515704282,-3.0
2000,SEA,6.0,16,5.823085522096973,8.148448297327834,0.9782498041205402,-0.0,0.9782498041205402,9.185240819552023,16.0,9.0,2.1484482973278336,3.185240819552023,3.0
2000,SF,6.0,16,7.20629989392293,6.176826539557488,-3.244405866248512,0.0,-3.244405866248512,4.251253283207614,16.0,4.0,0.17682653955748773,-1.748746716792386,-2.0
2000,TB,10.0,16,11.26965869315721,8.284437414023007,1.0280074396474006,-0.0,1.0280074396474006,9.304421656509483,16.0,11.0,-1.7155625859769934,-0.6955783434905172,1.0
2000,TEN,13.0,16,12.85563903665215,8.955444367227376,1.506790631088502,0.0,1.506790631088502,9.776041117742365,16.0,13.0,-4.044555632772624,-3.2239588822576355,0.0
2000,WAS,8.0,16,8.413369908427084,8.63754934106081,1.3260747909078494,-0.0,1.3260747909078494,9.510994880946713,16.0,10.0,0.6375493410608097,1.510994880946713,2.0
2001,ARI,7.0,16,6.585853499908942,5.5029813153962746,-4.247956656225501,-0.0,-4.247956656225501,2.330437739789063,16.0,3.0,-1.4970186846037254,-4.669562260210936,-4.0
2001,ATL,7.0,16,5.619650949448689,6.3135403332930995,-3.104595569251687,0.0,-3.104595569251687,3.7872976058843384,16.0,4.0,-0.6864596667069005,-3.2127023941156616,-3.0
2001,BAL,10.0,16,9.259777411946917,10.174561276479594,3.7525805881752,0.0,3.7525805881752,13.452830801481147,16.0,12.0,0.17456127647959363,3.452830801481147,2.0
2001,BUF,3.0,16,4.021543446863021,7.560755852089177,-0.7403684725518163,0.0,-0.7403684725518163,7.006340035900737,16.0,8.0,4.560755852089177,4.006340035900737,5.0
2001,CAR,1.0,16,3.8649201999417815,8.213448703029387,-0.029652023387523502,0.0,-0.029652023387523502,8.0,16.0,7.0,7.213448703029387,7.0,6.0
2001,CHI,13.0,16,12.320026624554757,6.440383959854058,-3.0072801113556324,0.0,-3.0072801113556324,3.768005119086676,16.0,5.0,-6.559616040145942,-9.231994880913323,-8.0
2001,CIN,6.0,16,5.163341033614,5.7418573824964865,-3.729766772388211,-0.0,-3.729766772388211,2.752656137814278,16.0,4.0,-0.2581426175035135,-3.247343862185722,-2.0
2001,CLE,7.0,16,6.937892887000021,5.2037560337096,-4.8197307615674045,-0.0,-4.8197307615674045,1.5025273619474404,16.0,3.0,-1.7962439662904002,-5.497472638052559,-4.0
2001,DAL,5.0,16,5.122746572284405,7.217349379305538,-1.3937318240037295,0.0,-1.3937318240037295,6.091280847335272,16.0,5.0,2.2173493793055377,1.0912808473352724,0.0
2001,DEN,8.0,16,8.02792332358065,9.141175591567286,1.8977559838503744,0.0,1.8977559838503744,10.504394155786791,16.0,11.0,1.1411755915672863,2.504394155786791,3.0
2001,DET,2.0,16,4.087641473206027,8.287071298925838,-0.029652023387523502,0.0,-0.029652023387523502,8.0,16.0,9.0,6.287071298925838,6.0,7.0
2001,GB,12.0,16,11.397785626096411,8.263928118000132,0.572570651496024,-0.0,0.572570651496024,8.838878063230604,16.0,9.0,-3.7360718819998677,-3.161121936769396,-3.0
2001,IND,6.0,16,6.475877607237816,8.82550913545486,1.8396646278735227,-0.0,1.8396646278735227,10.514713023284212,16.0,10.0,2.82550913545486,4.514713023284212,4.0
2001,JAX,6.0,16,8.26144069626337,8.594854681551718,0.7563445350764703,0.0,0.7563445350764703,9.087238909726514,16.0,7.0,2.594854681551718,3.087238909726514,1.0
2001,KC,6.0,16,7.31607367170911,7.824566121716536,-0.010240435610672609,-0.0,-0.010240435610672609,8.0267418081154,16.0,7.0,1.8245661217165363,2.0267418081154,1.0
2001,LAC,5.0,16,8.319248029608241,6.435726978298641,-3.146310583632275,0.0,-3.146310583632275,3.80070921413698,16.0,1.0,1.435726978298641,-1.19929078586302,-4.0
2001,LAR,14.0,16,12.955911231909967,8.47295665831422,1.0056378074213432,-0.0,1.0056378074213432,9.28480053416697,16.0,10.0,-5.527043341685779,-4.715199465833029,-4.0
2001,LV,10.0,16,9.85232290515673,9.748855576539858,3.0525523820575424,0.0,3.0525523820575424,12.054549943920993,16.0,12.0,-0.25114442346014165,2.0545499439209927,2.0
2001,MIA,11.0,16,9.59707305348667,9.167040878920476,2.1804650052344723,-0.0,2.1804650052344723,11.196875282331566,16.0,11.0,-1.832959121079524,0.19687528233156648,0.0
2001,MIN,5.0,16,5.301371538128732,7.739985970112162,0.44545035067675703,-0.0,0.44545035067675703,8.640744982869986,16.0,11.0,2.739985970112162,3.640744982869986,6.0
2001,NE,11.0,16,10.816695354160961,7.354774234169898,-1.3563530955230632,0.0,-1.3563530955230632,6.115018764723731,16.0,5.0,-3.6452257658301024,-4.884981235276269,-6.0
2001,NO,7.0,16,6.088827134742814,8.616963636414752,0.9690204378014402,0.0,0.9690204378014402,9.397885627637345,16.0,10.0,1.6169636364147522,2.3978856276373453,3.0
2001,NYG,7.0,16,7.170071014460624,9.050438956715537,1.797317767427156,0.0,1.797317767427156,10.626268364211526,16.0,12.0,2.0504389567155368,3.6262683642115263,5.0
2001,NYJ,10.0,16,8.408464063861537,7.757321437860569,-0.029652023387523502,-0.0,-0.029652023387523502,8.0,16.0,9.0,-2.2426785621394307,-2.0,-1.0
2001,PHI,11.0,16,12.254837962144679,9.513306566591288,2.2349686121475236,0.0,2.2349686121475236,11.216057268887623,16.0,11.0,-1.4866934334087123,0.21605726888762256,0.0
2001,PIT,13.0,16,12.301222861608029,8.807484795790316,1.4493595347070976,-0.0,1.4493595347070976,10.129532372015632,16.0,9.0,-4.192515204209684,-2.870467627984368,-4.0
2001,SEA,9.0,16,7.303722920272187,6.892767176670793,-1.6274640858532492,-0.0,-1.6274640858532492,5.823085522096973,16.0,6.0,-2.1072328233292072,-3.1769144779030274,-3.0
2001,SF,12.0,16,11.31308408803044,7.668494189489993,-0.6269547854387295,0.0,-0.6269547854387295,7.20629989392293,16.0,6.0,-4.331505810510007,-4.79370010607707,-6.0
2001,TB,9.0,16,9.370009632433643,9.24830362411225,2.327748279299317,-0.0,2.327748279299317,11.26965869315721,16.0,10.0,0.24830362411224982,2.2696586931572096,1.0
2001,TEN,7.0,16,6.648951877683184,9.794159146022015,3.364804913280682,-0.0,3.364804913280682,12.85563903665215,16.0,13.0,2.7941591460220145,5.85563903665215,6.0
2001,WAS,8.0,16,6.423011097819216,8.425680991107644,0.2534677470396205,0.0,0.2534677470396205,8.413369908427084,16.0,8.0,0.4256809911076438,0.4133699084270841,0.0
2002,ARI,5.0,16,3.991529240101035,7.051481671971567,-1.2032741698588867,-0.0,-1.2032741698588867,6.585853499908942,16.0,7.0,2.051481671971567,1.585853499908942,2.0
2002,ATL,9.5,16,10.277422096364619,7.085093777701767,-2.047403333746412,0.0,-2.047403333746412,5.619650949448689,16.0,7.0,-2.4149062222982334,-3.8803490505513114,-2.5
2002,BAL,7.0,16,6.929952124091776,8.859834807022551,1.0210867106779953,0.0,1.0210867106779953,9.259777411946917,16.0,10.0,1.8598348070225512,2.259777411946917,3.0
2002,BUF,8.0,16,7.56057002960753,5.69982981467811,-3.479443778359852,-0.0,-3.479443778359852,4.021543446863021,16.0,3.0,-2.30017018532189,-3.9784565531369793,-5.0
2002,CAR,7.0,16,6.524296693252305,6.1721253125567745,-3.5920249582923276,0.0,-3.5920249582923276,3.8649201999417815,16.0,1.0,-0.8278746874432255,-3.1350798000582185,-6.0
2002,CHI,4.0,16,5.276904417625856,10.169097591806864,3.558511210249216,0.0,3.558511210249216,12.320026624554757,16.0,13.0,6.169097591806864,8.320026624554757,9.0
2002,CIN,2.0,16,3.8060847662181976,6.790049166437237,-2.3239359241245,0.0,-2.3239359241245,5.163341033614,16.0,6.0,4.790049166437237,3.1633410336140004,4.0
2002,CLE,9.0,16,8.683926328290891,7.632164466680374,-0.8948114976822164,0.0,-0.8948114976822164,6.937892887000021,16.0,7.0,-1.3678355333196262,-2.0621071129999793,-2.0
2002,DAL,5.0,16,4.3462958095862305,6.638810383607029,-2.402566672103506,0.0,-2.402566672103506,5.122746572284405,16.0,5.0,1.6388103836070291,0.122746572284405,0.0
2002,DEN,9.0,16,9.22848413778859,7.69218188903877,0.011615084468776151,-0.0,0.011615084468776151,8.02792332358065,16.0,8.0,-1.3078181109612297,-0.9720766764193502,-1.0
2002,DET,3.0,16,4.561671006802245,6.051407252762592,-3.431023033518413,0.0,-3.431023033518413,4.087641473206027,16.0,2.0,3.0514072527625924,1.0876414732060269,-1.0
2002,GB,12.0,16,9.802338744815167,9.945665953973943,2.9001297047873935,0.0,2.9001297047873935,11.397785626096411,16.0,12.0,-2.0543340460260566,-0.602214373903589,0.0
2002,HOU,4.0,16,3.6545252086348783,8.287717683962468,,,,,,,4.287717683962468,,
2002,IND,10.0,16,9.026387677876178,7.173996117602362,-1.419897429873838,0.0,-1.419897429873838,6.475877607237816,16.0,6.0,-2.8260038823976377,-3.524122392762184,-4.0
2002,JAX,6.0,16,8.383087174045434,8.3108377670525,0.20289511517898223,0.0,0.20289511517898223,8.26144069626337,16.0,6.0,2.310837767052501,2.261440696263371,0.0
2002,KC,8.0,16,9.474791283296497,7.30014199113775,-0.5928262134244013,-0.0,-0.5928262134244013,7.31607367170911,16.0,6.0,-0.6998580088622504,-0.6839263282908901,-2.0
2002,LAC,8.0,16,7.082416342703089,7.945923444137472,0.2576345561335905,-0.0,0.2576345561335905,8.319248029608241,16.0,5.0,-0.0540765558625278,0.31924802960824117,-3.0
2002,LAR,7.0,16,6.546405186663404,10.356786324655136,4.522132819255892,-0.0,4.522132819255892,12.955911231909967,16.0,14.0,3.356786324655136,5.955911231909967,7.0
2002,LV,11.0,16,11.471779800541931,8.669174414179716,1.6011278998023226,-0.0,1.6011278998023226,9.85232290515673,16.0,10.0,-2.3308255858202838,-1.1476770948432709,-1.0
2002,MIA,9.0,16,10.10843261520798,8.78077622861599,1.3317100472522998,-0.0,1.3317100472522998,9.59707305348667,16.0,11.0,-0.2192237713840104,0.5970730534866693,2.0
2002,MIN,6.0,16,6.822078199670043,6.685995862027223,-2.334112727328969,0.0,-2.334112727328969,5.301371538128732,16.0,5.0,0.6859958620272231,-0.6986284618712677,-1.0
2002,NE,9.0,16,8.909548796607877,9.367052491641878,2.3799433613357537,-0.0,2.3799433613357537,10.816695354160961,16.0,11.0,0.3670524916418785,1.8166953541609612,2.0
2002,NO,9.0,16,9.012879126327357,7.206521525322023,-1.686785060142602,0.0,-1.686785060142602,6.088827134742814,16.0,7.0,-1.7934784746779773,-2.9111728652571864,-2.0
2002,NYG,10.0,16,9.288477535117233,7.65862620154787,-0.7043944111464988,0.0,-0.7043944111464988,7.170071014460624,16.0,7.0,-2.34137379845213,-2.829928985539376,-3.0
2002,NYJ,9.0,16,8.62639760165869,8.127583579281838,0.32678182229908165,-0.0,0.32678182229908165,8.408464063861537,16.0,10.0,-0.872416420718162,-0.5915359361384631,1.0
2002,PHI,12.0,16,12.541074865846895,10.0795652046782,3.5165068218516073,0.0,3.5165068218516073,12.254837962144679,16.0,11.0,-1.9204347953217997,0.2548379621446788,-1.0
2002,PIT,10.5,16,9.15416098351594,10.387121664249726,3.575547018137001,0.0,3.575547018137001,12.301222861608029,16.0,13.0,-0.11287833575027406,1.8012228616080286,2.5
2002,SEA,7.0,16,7.633581013323841,7.346704361182116,-0.594954027325538,-0.0,-0.594954027325538,7.303722920272187,16.0,9.0,0.3467043611821161,0.30372292027218695,2.0
2002,SF,10.0,16,8.422184337939182,9.435856779763762,2.8630433931718686,-0.0,2.8630433931718686,11.31308408803044,16.0,12.0,-0.5641432202362378,1.3130840880304397,2.0
2002,TB,12.0,16,12.698031444547421,8.830275090179732,1.1270974072850124,0.0,1.1270974072850124,9.370009632433643,16.0,9.0,-3.1697249098202676,-2.629990367566357,-3.0
2002,TEN,11.0,16,9.172868486661656,7.210301113780736,-1.1859382857900491,-0.0,-1.1859382857900491,6.648951877683184,16.0,7.0,-3.7896988862192638,-4.351048122316816,-4.0
2002,WAS,7.0,16,6.382104536996409,7.051300066763918,-1.3023714491687846,-0.0,-1.3023714491687846,6.423011097819216,16.0,8.0,0.051300066763918295,-0.5769889021807844,1.0
