season,team,warps_wins,pure_quality_pts,schedule_context_pts,projection_quality_pts,market_total,edge,signal
2026,NO,8.266356571153196,-1.8949231753851343,0.0,-1.3949231753851343,4.5,3.766356571153196,Strong Over
2026,NE,11.85373286781831,3.5213854810979868,-0.0,5.021385481097987,8.5,3.3537328678183105,Strong Over
2026,JAX,10.697923017512865,2.9181358744824326,0.0,3.4181358744824326,7.5,3.1979230175128652,Strong Over
2026,NYG,7.415572436955884,-1.2246718278382271,-0.0,-1.2246718278382271,5.5,1.915572436955884,Strong Over
2026,IND,9.221125274298588,1.1111568055773398,0.0,1.1111568055773398,7.5,1.721125274298588,Strong Over
2026,ATL,7.563225541252224,-1.0926916927543007,0.0,-1.5926916927543007,6.5,1.0632255412522236,Playable Over
2026,ARI,5.506290289865687,-2.6903128446950544,-0.0,-3.6903128446950544,4.5,1.006290289865687,Playable Over
2026,MIA,5.494249455234278,-1.7148662214853427,-0.0,-3.7148662214853427,4.5,0.9942494552342778,No bet / lean only
2026,HOU,10.228204514372255,2.6518725706858484,0.0,2.6518725706858484,9.5,0.7282045143722549,No bet / lean only
2026,CLE,5.995627724030834,-2.536469135910025,0.0,-4.036469135910025,5.5,0.4956277240308342,No bet / lean only
2026,WAS,7.886537548820842,-2.0232035189370294,-0.0,-0.5232035189370294,7.5,0.3865375488208418,No bet / lean only
2026,SEA,10.824403112954355,4.027493234142687,-0.0,3.5274932341426872,10.5,0.3244031129543554,No bet / lean only
2026,PIT,8.61215595498317,0.2445769731759436,0.0,0.2445769731759436,8.5,0.11215595498316944,No bet / lean only
2026,DEN,9.526059154574403,2.181139231239591,-0.0,1.681139231239591,9.5,0.02605915457440311,No bet / lean only
2026,DET,10.43987082441064,1.3684743164108362,0.0,1.8684743164108362,10.5,-0.06012917558935982,No bet / lean only
2026,CAR,7.319221537478181,-1.697418882311521,0.0,-1.697418882311521,7.5,-0.18077846252181917,No bet / lean only
2026,TB,8.267342638763058,-0.6706462137605671,0.0,-0.6706462137605671,8.5,-0.23265736123694225,No bet / lean only
2026,LAR,11.122258288948938,3.3831800022508705,-0.0,3.8831800022508705,11.5,-0.3777417110510619,No bet / lean only
2026,GB,8.939880360830537,0.7430302688559521,-0.0,0.7430302688559521,9.5,-0.5601196391694625,No bet / lean only
2026,TEN,5.79896816028854,-4.092492879478895,-0.0,-3.592492879478895,6.5,-0.7010318397114599,No bet / lean only
2026,MIN,8.765378512299309,0.30238672506465414,-0.0,0.30238672506465414,9.5,-0.7346214877006911,No bet / lean only
2026,LAC,8.6473852497028,0.7091838406893509,-0.0,0.7091838406893509,9.5,-0.8526147502971995,No bet / lean only
2026,SF,9.506247390363566,1.4512808736289369,-0.0,1.4512808736289369,10.5,-0.9937526096364344,No bet / lean only
2026,CIN,8.424497716550865,-1.5058566357473664,0.0,-0.5058566357473664,9.5,-1.0755022834491346,Playable Under
2026,LV,5.281661807781768,-4.42255294800217,-0.0,-4.42255294800217,6.5,-1.2183381922182317,Playable Under
2026,CHI,8.269240311726836,0.5593848012666368,-0.0,0.05938480126663681,9.5,-1.2307596882731637,Playable Under
2026,DAL,7.989930608757921,-0.7144351290664035,-0.0,-0.2144351290664035,9.5,-1.5100693912420793,Strong Under
2026,BAL,9.8666781697793,0.5793338364343156,0.0,1.5793338364343157,11.5,-1.6333218302206998,Strong Under
2026,KC,9.764805799439976,0.8758314430913574,-0.0,1.8758314430913574,11.5,-1.7351942005600236,Strong Under
2026,NYJ,4.762066315563913,-4.090480223351199,-0.0,-5.590480223351199,6.5,-1.7379336844360873,Strong Under
2026,PHI,9.419391205824684,1.3483083365548025,0.0,1.3483083365548025,11.5,-2.0806087941753155,Strong Under
2026,BUF,10.323711637662276,2.3948667140736917,-0.0,2.8948667140736917,12.5,-2.176288362337724,Strong Under
