season,team,wins,games,pyth_wins_same_year,warps_wins,pure_quality_pts,schedule_context_pts,projection_quality_pts,pyth_forecast_prior,prior_games,warps_error,pyth_error
2015,ARI,13.0,16,11.875086359907796,7.529438538631382,-0.2454944614980875,-0.16537700837372424,-0.2454944614980875,8.342291199865166,16.0,-5.470561461368618,-4.657708800134834
2015,ATL,8.0,16,7.833703902895316,7.865922282148472,-0.7637032439967097,0.16556110869904164,-0.7637032439967097,7.147331666570217,16.0,-0.134077717851528,-0.8526683334297829
2015,BAL,5.0,16,6.130222247000818,8.917503310451904,1.5952542738958762,-0.018200004381958925,1.5952542738958762,10.757458360865273,16.0,3.917503310451904,5.757458360865273
2015,BUF,8.0,16,8.513241090766838,8.609947274258992,0.9213420314439911,0.02664141148936691,0.9213420314439911,9.602015129458398,16.0,0.6099472742589924,1.6020151294583975
2015,CAR,15.0,16,12.147159557447475,8.184341625234152,0.012197044969657357,0.08830693222706605,0.012197044969657357,7.072722532461149,16.0,-6.815658374765848,-7.927277467538851
2015,CHI,6.0,16,6.411621363050197,6.481769117691616,-2.320539149570302,-0.07898812339265766,-2.320539149570302,5.053628584464241,16.0,0.48176911769161634,-0.9463714155357588
2015,CIN,12.0,16,11.582054666145126,7.728498618339517,0.05317239659595377,-0.1560047040785673,0.05317239659595377,8.560822578364265,16.0,-4.271501381660483,-3.439177421635735
2015,CLE,3.0,16,4.163885964810501,7.460665091706788,-0.6944232835391706,-0.061710381586371765,-0.6944232835391706,6.8733571132376445,16.0,4.460665091706788,3.8733571132376445
2015,DAL,4.0,16,5.207545017477707,9.330530238694779,2.1397034528419367,0.03047169077127229,2.1397034528419367,10.584030679573797,16.0,5.330530238694779,6.584030679573797
2015,DEN,12.0,16,9.696909868568786,9.616889414855551,2.7410126587167087,-0.0011302457484878333,2.7410126587167087,10.802128089399327,16.0,-2.3831105851444487,-1.1978719106006732
2015,DET,7.0,16,6.9543846664118165,8.587513018879045,1.1096897609398058,-0.03456689234327291,1.1096897609398058,9.218428441760135,16.0,1.5875130188790454,2.2184284417601354
2015,GB,10.0,16,9.226729354768107,9.364453486262194,2.369850579701531,-0.024818275059539176,2.369850579701531,11.010777780572452,16.0,-0.6355465137378058,1.010777780572452
2015,HOU,9.0,16,8.754228141083253,8.89434337336456,0.9642670520245848,0.16795478480873272,0.9642670520245848,9.789805118569275,16.0,-0.10565662663544018,0.7898051185692747
2015,IND,8.0,16,6.110724661631026,9.179495338245747,1.5559823012357918,0.13693217160014576,1.5559823012357918,10.004747858623313,16.0,1.1794953382457471,2.004747858623313
2015,JAX,5.0,16,6.362525546966006,6.4958749420361634,-2.6125752935386424,0.02307893722688753,-2.6125752935386424,3.7222453833160434,16.0,1.4958749420361634,-1.2777546166839566
2015,KC,11.0,16,11.095000116749878,8.40873933585828,0.8495421012791111,-0.046687454115605834,0.8495421012791111,10.111338622564135,16.0,-2.5912606641417195,-0.8886613774358647
2015,LAC,4.0,16,5.976974500810307,7.787912932817568,-0.31268039289131644,-0.012894461014010912,-0.31268039289131644,8.0,16.0,3.7879129328175676,4.0
2015,LV,7.0,16,7.0037405749902515,5.803611479480392,-3.4559172726535476,-0.08923404292331548,-3.4559172726535476,3.2282547103953427,16.0,-1.1963885205196076,-3.7717452896046573
2015,MIA,6.0,16,5.89842234411531,8.252660867549114,0.41650374738342727,-8.043372699121366e-05,0.41650374738342727,8.373495480340086,16.0,2.252660867549114,2.373495480340086
2015,MIN,11.0,16,9.766593249041868,7.592675319943561,-0.47400425825174686,-0.06473285140229597,-0.47400425825174686,7.489672008857789,16.0,-3.4073246800564387,-3.510327991142211
2015,NE,12.0,16,11.450550260402387,9.029056750042976,1.7435930620178433,0.004485559102420153,1.7435930620178433,11.548673048593038,16.0,-2.970943249957024,-0.451326951406962
2015,NO,7.0,16,6.554691496967498,8.03169082458915,-0.44351330702830477,0.1541293027573163,-0.44351330702830477,7.472049624167002,16.0,1.03169082458915,0.4720496241670018
2015,NYG,6.0,16,7.516586648868961,7.636742726606489,-0.6965479642748975,0.02848159308361453,-0.6965479642748975,7.514337518344074,16.0,1.6367427266064887,1.5143375183440737
2015,NYJ,10.0,16,9.942062678348949,6.92485455109437,-1.8747798060874037,0.016272399547155255,-1.8747798060874037,4.8719338873968985,16.0,-3.07514544890563,-5.1280661126031015
2015,PHI,7.0,16,6.763002845031752,8.45431381283772,0.5820202660706042,0.053910490733315955,0.5820202660706042,9.587805166536231,16.0,1.4543138128377198,2.5878051665362314
2015,PIT,10.0,16,10.579639947182654,8.27723516158085,0.9583082244272916,-0.1483834468501516,0.9583082244272916,9.586134319608897,16.0,-1.7227648384191507,-0.41386568039110294
2015,SEA,10.0,16,11.707469301970912,9.509122299835198,2.8285286913091245,-0.08586445516516406,2.8285286913091245,11.82304920187215,16.0,-0.4908777001648019,1.8230492018721502
2015,SF,5.0,16,3.841443287806485,7.8265798783924385,0.1033657747869365,-0.1212139576067251,0.1033657747869365,7.006340035900736,16.0,2.8265798783924385,2.0063400359007364
2015,TB,6.0,16,6.15418975193655,6.938837349295665,-2.258602371409091,0.145563078146748,-2.258602371409091,4.528837547050197,16.0,0.9388373492956648,-1.4711624529498026
2015,TEN,3.0,16,4.884679201953082,6.67686638789166,-2.6381072403084374,0.12657606306645847,-2.6381072403084374,3.449918357246625,16.0,3.6768663878916596,0.449918357246625
2015,WAS,9.0,16,8.222430052413321,6.734848369074028,-2.1534444760008187,0.009945201596184722,-2.1534444760008187,4.6610350253521915,16.0,-2.2651516309259723,-4.3389649746478085
2016,ARI,7.5,16,9.350523545789022,9.559672583529464,2.964340120964291,-0.09650638361714935,2.964340120964291,11.875086359907796,16.0,2.059672583529464,4.375086359907796
2016,ATL,11.0,16,10.605389345606405,7.732927070858237,-0.05672338972718816,-0.11996171065559023,-0.05672338972718816,7.833703902895316,16.0,-3.2670729291417633,-3.1662960971046843
2016,BAL,8.0,16,8.627133402826036,7.443764791356935,-0.941750680596699,0.00013777183438573037,-0.941750680596699,6.130222247000818,16.0,-0.5562352086430646,-1.8697777529991821
2016,BUF,7.0,16,8.511857071623895,7.8138706430996,0.13281297763503194,-0.13462866747982458,0.13281297763503194,8.513241090766838,16.0,0.8138706430995999,1.5132410907668383
2016,CAR,6.0,16,7.190763557056704,9.840349071675591,3.1884785203738293,-0.01622360837057658,3.1884785203738293,12.147159557447475,16.0,3.8403490716755915,6.147159557447475
2016,CHI,3.0,16,4.798089134345474,7.868820430229919,-0.8858095352311883,0.20642463983627013,-0.8858095352311883,6.411621363050197,16.0,4.868820430229919,3.4116213630501973
2016,CIN,6.5,16,8.296138736413504,9.535478966733917,2.3745009299200706,0.06731336812026537,2.3745009299200706,11.582054666145126,16.0,3.0354789667339173,5.082054666145126
2016,CLE,1.0,16,3.496004763679834,6.448932252253322,-2.517968993333233,-0.02819944891829734,-2.517968993333233,4.163885964810501,16.0,5.448932252253322,3.1638859648105013
2016,DAL,13.0,16,10.888252467728158,7.105739672655059,-1.9218013122704345,0.1315574892814377,-1.9218013122704345,5.207545017477707,16.0,-5.894260327344941,-7.792454982522293
2016,DEN,9.0,16,9.07801324886154,8.560895678039138,1.0262231914308044,-0.029865040305598303,1.0262231914308044,9.696909868568786,16.0,-0.4391043219608619,0.6969098685687865
2016,DET,9.0,16,7.676962621180671,7.88490086963143,-0.7761304318782122,0.1802499530124084,-0.7761304318782122,6.9543846664118165,16.0,-1.11509913036857,-2.0456153335881835
2016,GB,10.0,16,9.012879126327357,8.581815198555727,0.5072249831752501,0.14115408560705436,0.5072249831752501,9.226729354768107,16.0,-1.4181848014442728,-0.7732706452318929
2016,HOU,9.0,16,6.484642709447984,8.30306815600416,0.24725880988023546,0.07962984735731225,0.24725880988023546,8.754228141083253,16.0,-0.6969318439958396,-0.24577185891674702
2016,IND,8.0,16,8.44823151104768,7.242302400492275,-1.4056365232996746,0.04356203508912376,-1.4056365232996746,6.110724661631026,16.0,-0.7576975995077246,-1.8892753383689742
2016,JAX,3.0,16,5.877202409331728,7.596584092947344,-1.1027167535471416,0.13219820735929466,-1.1027167535471416,6.362525546966006,16.0,4.596584092947344,3.3625255469660056
2016,KC,12.0,16,10.073124809221554,9.438587187460532,2.284748772022915,0.04604487487898326,2.284748772022915,11.095000116749878,16.0,-2.5614128125394675,-0.904999883250122
2016,LAC,5.0,16,7.704216505721964,7.257063130935688,-1.3925771987305964,0.03994399457871658,-1.3925771987305964,5.976974500810307,16.0,2.2570631309356877,0.9769745008103072
2016,LAR,4.0,16,3.324503153712344,7.671960699574408,,,,,,3.6719606995744076,
2016,LV,12.0,16,8.73209549921362,7.552058099152645,-0.7631734593096179,0.005802508645882401,-0.7631734593096179,7.0037405749902515,16.0,-4.447941900847355,-4.9962594250097485
2016,MIA,10.0,16,7.566540316606446,6.910494166376038,-1.325133456977768,-0.15841696984313325,-1.325133456977768,5.89842234411531,16.0,-3.089505833623962,-4.10157765588469
2016,MIN,8.0,16,8.597192766197876,8.498791500576653,0.5553083465572903,0.08267153493647167,0.5553083465572903,9.766593249041868,16.0,0.4987915005766528,1.7665932490418683
2016,NE,14.0,16,12.693432206225888,9.123811526583347,2.250067214076103,-0.11356835481224103,2.250067214076103,11.450550260402387,16.0,-4.8761884734166525,-2.5494497395976126
2016,NO,7.0,16,8.308000493556758,6.75999760027477,-1.5841366554815939,-0.1591954200691859,-1.5841366554815939,6.554691496967498,16.0,-0.2400023997252303,-0.4453085030325017
2016,NYG,11.0,16,8.827459718174133,7.821466579812507,-0.7725913807885508,0.1453647573856108,-0.7725913807885508,7.516586648868961,16.0,-3.1785334201874926,-3.4834133511310386
2016,NYJ,5.0,16,4.491957967979029,8.682127339787836,1.5716920988625949,-0.13207567169376444,1.5716920988625949,9.942062678348949,16.0,3.6821273397878365,4.9420626783489485
2016,PHI,7.0,16,8.973893902321047,7.473106164559882,-1.0412731538401772,0.04657515197621494,-1.0412731538401772,6.763002845031752,16.0,0.47310616455988175,-0.2369971549682477
2016,PIT,11.0,16,9.85232290515673,9.057776391893487,1.6226116167195592,0.04597858208539567,1.6226116167195592,10.579639947182654,16.0,-1.942223608106513,-0.4203600528173457
2016,SEA,10.5,16,9.794280297551243,9.665550722854023,3.0722826694309275,-0.0712773913418686,3.0722826694309275,11.707469301970912,16.0,-0.8344492771459766,1.207469301970912
