season,team,warps_wins,pure_quality_pts,schedule_context_pts,projection_quality_pts,market_total,edge,signal
2026,NO,8.763408101620893,-0.8525162233053551,0.18349323792546637,-0.35251622330535515,4.5,4.263408101620893,Strong Over
2026,NE,11.106567408083,2.7605318565840142,-0.03384606244955787,4.260531856584015,8.5,2.6065674080830004,Strong Over
2026,JAX,9.885759188869322,1.898259533470875,0.043229092235931195,2.398259533470875,7.5,2.385759188869322,Strong Over
2026,NYG,7.615360782047911,-1.205499618495601,-0.02967065668743853,-1.205499618495601,5.5,2.115360782047911,Strong Over
2026,ARI,6.417986778026666,-1.8746541480901844,-0.1411183597254949,-2.874654148090184,4.5,1.9179867780266662,Strong Over
2026,MIA,6.027087958972335,-1.5376728147526488,-0.08687771258444578,-3.537672814752649,4.5,1.5270879589723352,Strong Over
2026,ATL,7.988869867884504,-0.47212828556739933,0.09999500967601327,-0.9721282855673994,6.5,1.488869867884504,Playable Over
2026,IND,8.935741387336886,0.6441600787653728,0.10813631845588621,0.6441600787653728,7.5,1.4357413873368863,Playable Over
2026,CLE,6.67778506994756,-1.8123153806538042,0.21502856527536626,-3.3123153806538044,5.5,1.1777850699475598,Playable Over
2026,WAS,8.443441074919694,-1.5034382076770296,-0.02703983154637797,-0.0034382076770296255,7.5,0.9434410749196935,No bet / lean only
2026,CAR,7.843492562305724,-1.013476383243457,-0.03864632261982173,-1.013476383243457,7.5,0.3434925623057241,No bet / lean only
2026,TEN,6.782303434085615,-3.1548453158338536,0.04414368817620998,-2.6548453158338536,6.5,0.2823034340856152,No bet / lean only
2026,PIT,8.521596584681994,0.14255894825667553,0.04499500653123941,0.14255894825667553,8.5,0.021596584681994102,No bet / lean only
2026,LV,6.488278088209654,-3.0080365700290486,-0.08674661837456903,-3.0080365700290486,6.5,-0.011721911790345985,No bet / lean only
2026,HOU,9.392929454028138,1.6218706041340025,0.05378476661556884,1.6218706041340025,9.5,-0.10707054597186172,No bet / lean only
2026,TB,8.226685548205639,-0.5143502311771201,0.02826090244974972,-0.5143502311771201,8.5,-0.2733144517943611,No bet / lean only
2026,DEN,9.192612675491095,1.8206660765223361,-0.0358798984682222,1.3206660765223361,9.5,-0.3073873245089054,No bet / lean only
2026,GB,9.092107140653072,1.0809273628619502,-0.08037908769684188,1.0809273628619502,9.5,-0.4078928593469282,No bet / lean only
2026,DET,10.051206498447721,1.3616178936361847,0.11395809481060432,1.8616178936361847,10.5,-0.44879350155227904,No bet / lean only
2026,SEA,9.937718536306066,3.0345648205458575,-0.056930855301029586,2.5345648205458575,10.5,-0.5622814636939335,No bet / lean only
2026,LAC,8.80987304898621,0.8458495972406902,-0.07844662820089654,0.8458495972406902,9.5,-0.6901269510137897,No bet / lean only
2026,LAR,10.784646677650086,3.2639624180503137,-0.05474386106013088,3.7639624180503137,11.5,-0.7153533223499142,No bet / lean only
2026,MIN,8.514316880354595,0.05337700576250902,-0.037765126510067866,0.05337700576250902,9.5,-0.9856831196454046,No bet / lean only
2026,NYJ,5.4439571647195475,-3.501499490235031,-0.04483003614705723,-5.001499490235031,6.5,-1.0560428352804525,Playable Under
2026,CIN,8.291430719838306,-1.6256926979245374,0.12997019605400775,-0.6256926979245374,9.5,-1.2085692801616936,Playable Under
2026,CHI,8.227803700173379,0.42762502457561463,-0.14022612855818206,-0.07237497542438537,9.5,-1.2721962998266214,Playable Under
2026,DAL,8.005042655024406,-0.9450838326160231,-0.05991427397147158,-0.44508383261602313,9.5,-1.4949573449755942,Playable Under
2026,SF,8.709590018696316,0.39050524871180375,-0.07787229514165216,0.39050524871180375,10.5,-1.790409981303684,Strong Under
2026,BAL,9.483162252727086,0.32200058469417747,0.11922337718271495,1.3220005846941776,11.5,-2.0168377472729144,Strong Under
2026,KC,9.320955560351921,0.3987956086085871,-0.042445290913775864,1.398795608608587,11.5,-2.179044439648079,Strong Under
2026,PHI,9.144809299083066,1.0078691665679358,0.03488710385944411,1.0078691665679358,11.5,-2.3551907009169337,Strong Under
2026,BUF,9.87347388227159,1.9460671294306002,-0.0657262390814477,2.4460671294306002,12.5,-2.6265261177284103,Strong Under
